genome_name,species,Assembly_version_NCBI,Accession,Complete7tm,Completeno7tm,Complete_Total,Ambiguous,Edge,Pseudogene,Truncated
Terrapene_carolina_triunguis,Terrapene_carolina_triunguis,GCA_002925995.2_T_m_triunguis-2.0,GCA_002925995.2,7,0,7,0,0,10,2
Seriola_rivoliana,Seriola_rivoliana,GCA_002994505.1_ASM299450v1,GCA_002994505.1,3,0,3,0,0,1,0
Hyaena_hyaena,Hyaena_hyaena,GCA_003009895.1_ASM300989v1,GCA_003009895.1,16,0,16,0,0,8,1
Neophocaena_asiaeorientalis_asiaeorientalis,Neophocaena_asiaeorientalis_asiaeorientalis,GCA_003031525.2_Neophocaena_asiaeorientalis_V1,GCA_003031525.2,0,1,1,0,0,9,2
Empidonax_traillii,Empidonax_traillii,GCA_003031625.1_ASM303162v1,GCA_003031625.1,20,0,20,8,11,6,4
Equus_asinus_asinus,Equus_asinus_asinus,GCA_003033725.1_ASM303372v1,GCA_003033725.1,23,3,26,1,0,30,2
Seriola_lalandi,Seriola_lalandi,GCA_003054885.1_wag_ytk_001,GCA_003054885.1,2,0,2,1,0,1,1
Sphenodon_punctatus,Sphenodon_punctatus,GCA_003113815.1_ASM311381v1,GCA_003113815.1,14,1,15,1,1,23,8
Macaca_fuscata_fuscata,Macaca_fuscata_fuscata,GCA_003118495.1_macFus_1.0,GCA_003118495.1,24,3,27,0,0,17,1
Paroedura_picta,Paroedura_picta,GCA_003118565.2_Ppicta_v2.0,GCA_003118565.2,22,2,24,1,3,4,0
Ovis_ammon,Ovis_ammon,GCA_003121645.1_O_ammon_KGZ_v1.0,GCA_003121645.1,8,0,8,0,0,4,1
Vulpes_vulpes,Vulpes_vulpes,GCA_003160815.1_VulVul2.2,GCA_003160815.1,18,0,18,0,0,6,0
Pseudois_nayaur,Pseudois_nayaur,GCA_003182575.1_ASM318257v1,GCA_003182575.1,17,4,21,0,2,17,0
Capra_sibirica,Capra_sibirica,GCA_003182615.2_ASM318261v2,GCA_003182615.2,18,1,19,0,0,18,1
Tursiops_aduncus,Tursiops_aduncus,GCA_003227395.1_ASM322739v1,GCA_003227395.1,0,0,0,0,0,11,0
Thunnus_thynnus,Thunnus_thynnus,GCA_003231725.1_GBYP_Tthy_1.0,GCA_003231725.1,1,0,1,2,0,0,1
Prolemur_simus,Prolemur_simus,GCA_003258685.1_Prosim_1.0,GCA_003258685.1,19,4,23,2,12,19,2
Athene_cunicularia,Athene_cunicularia,GCA_003259725.1_athCun1,GCA_003259725.1,1,0,1,0,1,1,0
Spheniscus_mendiculus,Spheniscus_mendiculus,GCA_003264655.1_ASM326465v1,GCA_003264655.1,0,0,0,0,0,3,0
Callorhinus_ursinus,Callorhinus_ursinus,GCA_003265705.1_ASM326570v1,GCA_003265705.1,4,0,4,0,0,20,3
Chlorodrepanis_virens,Chlorodrepanis_virens,GCA_003286495.1_ASM328649v1,GCA_003286495.1,2,0,2,0,0,4,2
Hucho_hucho,Hucho_hucho,GCA_003317085.1_ASM331708v1,GCA_003317085.1,10,1,11,0,2,11,3
Puma_concolor,Puma_concolor,GCA_003327715.1_PumCon1.0,GCA_003327715.1,8,2,10,0,2,14,1
Mus_spicilegus,Mus_spicilegus,GCA_003336285.1_MUSP714,GCA_003336285.1,32,2,34,0,0,14,0
Eudromia_elegans,Eudromia_elegans,GCA_003342815.1_eudEle1,GCA_003342815.1,1,0,1,0,0,0,0
Rhea_pennata,Rhea_pennata,GCA_003342835.1_rhePen1,GCA_003342835.1,2,0,2,0,0,1,0
Nothoprocta_perdicaria,Nothoprocta_perdicaria,GCA_003342845.1_notPer1,GCA_003342845.1,1,0,1,0,0,2,0
Casuarius_casuarius,Casuarius_casuarius,GCA_003342895.1_casCas1,GCA_003342895.1,3,0,3,0,0,0,0
Crypturellus_cinnamomeus,Crypturellus_cinnamomeus,GCA_003342915.1_cryCin1,GCA_003342915.1,2,0,2,0,0,0,0
Apteryx_owenii,Apteryx_owenii,GCA_003342965.1_aptOwe1,GCA_003342965.1,2,0,2,0,0,1,0
Apteryx_haastii,Apteryx_haastii,GCA_003342985.1_aptHaa1,GCA_003342985.1,2,0,2,0,0,1,0
Rhea_americana,Rhea_americana,GCA_003343005.1_rheAme1,GCA_003343005.1,2,0,2,0,0,1,0
Apteryx_rowi,Apteryx_rowi,GCA_003343035.1_aptRow1,GCA_003343035.1,2,0,2,0,0,1,0
Ageneiosus_marmoratus,Ageneiosus_marmoratus,GCA_003347165.1_ASM334716v1,GCA_003347165.1,3,0,3,0,0,3,2
Chlamydotis_undulata_undulata,Chlamydotis_undulata_undulata,GCA_003400225.2_REN_Cundu_1.1,GCA_003400225.2,4,0,4,0,0,0,0
Protobothrops_flavoviridis,Protobothrops_flavoviridis,GCA_003402635.1_HabAm_1.0,GCA_003402635.1,1,0,1,1,0,0,0
Chrysolophus_pictus,Chrysolophus_pictus,GCA_003413605.1_Chrysolophus_pictus_GenomeV1.0,GCA_003413605.1,2,0,2,0,0,1,1
Oplegnathus_fasciatus,Oplegnathus_fasciatus,GCA_003416845.1_ASM341684v1,GCA_003416845.1,2,1,3,1,2,0,0
Eopsaltria_australis,Eopsaltria_australis,GCA_003426825.1_eyr_v1,GCA_003426825.1,12,2,14,0,0,0,0
Urocitellus_parryii,Urocitellus_parryii,GCA_003426925.1_ASM342692v1,GCA_003426925.1,18,1,19,0,0,19,1
Chiloscyllium_punctatum,Chiloscyllium_punctatum,GCA_003427335.1_Cpunctatum_v1.0,GCA_003427335.1,1,0,1,0,0,0,0
Scyliorhinus_torazame,Scyliorhinus_torazame,GCA_003427355.1_Storazame_v1.0,GCA_003427355.1,1,0,1,0,0,0,0
Syrmaticus_mikado,Syrmaticus_mikado,GCA_003435085.1_NTU_Smik_1.2,GCA_003435085.1,2,1,3,0,0,0,0
Thermophis_baileyi,Thermophis_baileyi,GCA_003457575.1_DSBC_Tbai_1.0,GCA_003457575.1,2,0,2,0,0,0,0
Eonycteris_spelaea,Eonycteris_spelaea,GCA_003508835.1_Espe.v1,GCA_003508835.1,6,3,9,0,0,13,1
Mixornis_gularis,Mixornis_gularis,GCA_003546035.1_ASM354603v1,GCA_003546035.1,1,1,2,2,2,0,0
Oxygymnocypris_stewartii,Oxygymnocypris_stewartii,GCA_003573665.1_Novo_Ost_1.0,GCA_003573665.1,4,0,4,0,0,1,1
Ursus_arctos_horribilis,Ursus_arctos_horribilis,GCA_003584765.2_ASM358476v2,GCA_003584765.2,18,0,18,0,0,9,1
Salvator_merianae,Salvator_merianae,GCA_003586115.2_HLtupMer6,GCA_003586115.2,31,1,32,2,4,18,3
Anguilla_japonica,Anguilla_japonica,GCA_003597225.1_Ajp_01,GCA_003597225.1,4,0,4,0,0,1,0
Chelonoidis_abingdonii,Chelonoidis_abingdonii,GCA_003597395.1_ASM359739v1,GCA_003597395.1,10,0,10,1,0,8,0
Sardina_pilchardus,Sardina_pilchardus,GCA_003604335.1_UP_Spi,GCA_003604335.1,5,0,5,1,1,0,4
Chloebia_gouldiae,Chloebia_gouldiae,GCA_003676055.1_GouldianFinch,GCA_003676055.1,0,7,7,0,0,0,1
Marmota_flaviventris,Marmota_flaviventris,GCA_003676075.3_GSC_YBM_2.1,GCA_003676075.3,17,1,18,0,0,22,1
Lagenorhynchus_obliquidens,Lagenorhynchus_obliquidens,GCA_003676395.1_ASM367639v1,GCA_003676395.1,0,1,1,0,0,8,1
Hirundo_rustica_rustica,Hirundo_rustica_rustica,GCA_003692655.1_Chelidonia,GCA_003692655.1,7,3,10,0,0,1,0
Calidris_pygmaea,Calidris_pygmaea,GCA_003697955.1_ASM369795v1,GCA_003697955.1,2,0,2,0,0,1,0
Odocoileus_hemionus_sitkensis,Odocoileus_hemionus_sitkensis,GCA_003697985.1_ASM369798v1,GCA_003697985.1,16,2,18,0,6,14,1
Taxidea_taxus_jeffersonii,Taxidea_taxus_jeffersonii,GCA_003697995.1_ASM369799v1,GCA_003697995.1,14,2,16,0,0,10,0
Acinonyx_jubatus,Acinonyx_jubatus,GCA_003709585.1_Aci_jub_2,GCA_003709585.1,10,2,12,0,0,14,0
Paradisaea_rubra,Paradisaea_rubra,GCA_003713215.1_ParRub_1.0,GCA_003713215.1,5,4,9,0,1,1,0
Paradisaea_raggiana,Paradisaea_raggiana,GCA_003713265.1_ParRag_1.0,GCA_003713265.1,5,2,7,0,1,0,0
Diphyllodes_magnificus,Diphyllodes_magnificus,GCA_003713285.1_DipMag_1.0,GCA_003713285.1,3,1,4,0,4,0,0
Parotia_lawesii,Parotia_lawesii,GCA_003713295.1_ParLaw_1.0,GCA_003713295.1,6,2,8,0,1,2,0
Cicinnurus_regius,Cicinnurus_regius,GCA_003713305.1_CicReg_1.0,GCA_003713305.1,1,4,5,1,3,1,0
Anabarilius_grahami,Anabarilius_grahami,GCA_003731715.1_BGI_Agra_1.0,GCA_003731715.1,3,0,3,0,0,0,0
Axis_porcinus,Axis_porcinus,GCA_003798545.1_ASM379854v1,GCA_003798545.1,18,1,19,0,2,20,0
Cuora_mccordi,Cuora_mccordi,GCA_003846335.1_ASM384633v1,GCA_003846335.1,12,1,13,1,3,9,1
Platysternon_megacephalum,Platysternon_megacephalum,GCA_003942145.1_ASM394214v1,GCA_003942145.1,13,1,14,0,4,13,1
Pipra_filicauda,Pipra_filicauda,GCA_003945595.2_ASM394559v2,GCA_003945595.2,14,0,14,0,0,1,0
Corapipo_altera,Corapipo_altera,GCA_003945725.1_ASM394572v1,GCA_003945725.1,13,1,14,0,6,2,0
Oryx_gazella,Oryx_gazella,GCA_003945745.1_UCDavis_Ogaz_1,GCA_003945745.1,13,4,17,1,0,12,2
Amazona_collaria,Amazona_collaria,GCA_003947215.1_ASM394721v1,GCA_003947215.1,2,0,2,0,0,0,0
Neopelma_chrysocephalum,Neopelma_chrysocephalum,GCA_003984885.2_ASM398488v2,GCA_003984885.2,7,1,8,0,23,0,0
Clarias_batrachus,Clarias_batrachus,GCA_003987875.1_ASM398787v1,GCA_003987875.1,4,0,4,0,0,2,0
Himantopus_leucocephalus,Himantopus_leucocephalus,GCA_003993805.1_UO_Hhiman_2.0,GCA_003993805.1,3,0,3,0,0,0,0
Recurvirostra_avosetta,Recurvirostra_avosetta,GCA_004023745.1_ASM402374v1,GCA_004023745.1,2,0,2,0,0,0,0
Hydrophis_hardwickii,Hydrophis_hardwickii,GCA_004023765.1_ASM402376v1,GCA_004023765.1,0,0,0,0,1,0,0
Mungos_mungo,Mungos_mungo,GCA_004023785.1_MunMun_v1_BIUU,GCA_004023785.1,17,0,17,0,0,9,0
Panthera_onca,Panthera_onca,GCA_004023805.1_PanOnc_v1_BIUU,GCA_004023805.1,13,1,14,0,0,13,0
Helogale_parvula,Helogale_parvula,GCA_004023845.1_HelPar_v1_BIUU,GCA_004023845.1,17,0,17,0,0,9,0
Cryptoprocta_ferox,Cryptoprocta_ferox,GCA_004023885.1_CryFer_v1_BIUU,GCA_004023885.1,13,1,14,0,0,11,1
Felis_nigripes,Felis_nigripes,GCA_004023925.1_FelNig_v1_BIUU,GCA_004023925.1,9,2,11,0,9,12,0
Spilogale_gracilis,Spilogale_gracilis,GCA_004023965.1_SpiGra_v1_BIUU,GCA_004023965.1,17,0,17,0,0,7,2
Paradoxurus_hermaphroditus,Paradoxurus_hermaphroditus,GCA_004024585.1_ParHer_v1_BIUU,GCA_004024585.1,16,1,17,0,0,8,3
Pteronura_brasiliensis,Pteronura_brasiliensis,GCA_004024605.1_PteBra_v1_BIUU,GCA_004024605.1,10,1,11,0,0,13,0
Mellivora_capensis,Mellivora_capensis,GCA_004024625.1_MelCap_v1_BIUU,GCA_004024625.1,14,0,14,0,0,13,0
Mirza_coquereli,Mirza_coquereli,GCA_004024645.1_MizCoq_v1_BIUU,GCA_004024645.1,21,3,24,0,4,13,0
Dipodomys_stephensi,Dipodomys_stephensi,GCA_004024685.1_DipSte_v1_BIUU,GCA_004024685.1,22,0,22,0,0,4,1
Moschus_moschiferus,Moschus_moschiferus,GCA_004024705.2_MosMos_v2_BIUU_UCD,GCA_004024705.2,15,2,17,3,9,16,1
Catagonus_wagneri,Catagonus_wagneri,GCA_004024745.2_CatWag_v2_BIUU_UCD,GCA_004024745.2,12,1,13,0,0,11,0
Zapus_hudsonius,Zapus_hudsonius,GCA_004024765.1_ZapHud_v1_BIUU,GCA_004024765.1,37,1,38,0,13,26,2
Xerus_inauris,Xerus_inauris,GCA_004024805.1_XerIna_v1_BIUU,GCA_004024805.1,15,2,17,0,6,15,0
Pygathrix_nemaeus,Pygathrix_nemaeus,GCA_004024825.1_PygNem_v1_BIUU,GCA_004024825.1,23,0,23,0,14,16,2
Tonatia_saurophila,Tonatia_saurophila,GCA_004024845.1_TonSau_v1_BIUU,GCA_004024845.1,25,2,27,0,3,10,0
Saguinus_imperator,Saguinus_imperator,GCA_004024885.1_SagImp_v1_BIUU,GCA_004024885.1,21,1,22,0,15,10,0
Tapirus_indicus,Tapirus_indicus,GCA_004024905.1_TapInd_v1_BIUU,GCA_004024905.1,22,1,23,0,0,31,0
Scalopus_aquaticus,Scalopus_aquaticus,GCA_004024925.1_ScaAqu_v1_BIUU,GCA_004024925.1,18,3,21,0,18,5,0
Uropsilus_gracilis,Uropsilus_gracilis,GCA_004024945.1_UroGra_v1_BIUU,GCA_004024945.1,32,0,32,0,2,11,0
Tragulus_javanicus,Tragulus_javanicus,GCA_004024965.2_ASM402496v2,GCA_004024965.2,18,3,21,2,10,10,0
Saiga_tatarica,Saiga_tatarica,GCA_004024985.1_SaiTat_v1_BIUU,GCA_004024985.1,12,3,15,0,7,19,0
Tadarida_brasiliensis,Tadarida_brasiliensis,GCA_004025005.1_TadBra_v1_BIUU,GCA_004025005.1,22,1,23,0,12,20,1
Tapirus_terrestris,Tapirus_terrestris,GCA_004025025.1_TapTer_v1_BIUU,GCA_004025025.1,22,0,22,0,0,23,2
Sigmodon_hispidus,Sigmodon_hispidus,GCA_004025045.1_SigHis_v1_BIUU,GCA_004025045.1,34,2,36,0,0,7,0
Semnopithecus_entellus,Semnopithecus_entellus,GCA_004025065.1_SemEnt_v1_BIUU,GCA_004025065.1,22,1,23,0,30,24,0
Thryonomys_swinderianus,Thryonomys_swinderianus,GCA_004025085.1_ThrSwi_v1_BIUU,GCA_004025085.1,24,0,24,0,0,13,0
Tolypeutes_matacus,Tolypeutes_matacus,GCA_004025125.1_TolMat_v1_BIUU,GCA_004025125.1,11,0,11,0,7,13,0
Miniopterus_schreibersii,Miniopterus_schreibersii,GCA_004026525.1_MinSch_v1_BIUU,GCA_004026525.1,20,1,21,0,1,6,0
Mormoops_blainvillei,Mormoops_blainvillei,GCA_004026545.1_MorMeg_v1_BIUU,GCA_004026545.1,18,1,19,0,8,10,0
Noctilio_leporinus,Noctilio_leporinus,GCA_004026585.1_NocLep_v1_BIUU,GCA_004026585.1,18,0,18,0,0,6,0
Ondatra_zibethicus,Ondatra_zibethicus,GCA_004026605.1_OndZib_v1_BIUU,GCA_004026605.1,32,1,33,0,0,21,1
Murina_aurata_feae,Murina_aurata_feae,GCA_004026665.1_MurFea_v1_BIUU,GCA_004026665.1,23,0,23,0,17,8,1
Microgale_talazaci,Microgale_talazaci,GCA_004026705.1_MicTal_v1_BIUU,GCA_004026705.1,25,1,26,0,9,4,0
Myrmecophaga_tridactyla,Myrmecophaga_tridactyla,GCA_004026745.1_MyrTri_v1_BIUU,GCA_004026745.1,6,0,6,0,0,14,2
Micronycteris_hirsuta,Micronycteris_hirsuta,GCA_004026765.1_MicHir_v1_BIUU,GCA_004026765.1,26,1,27,0,15,11,0
Lasiurus_borealis,Lasiurus_borealis,GCA_004026805.1_LasBor_v1_BIUU,GCA_004026805.1,21,1,22,0,7,9,0
Hemitragus_hylocrius,Hemitragus_hylocrius,GCA_004026825.1_HemHyl_v1_BIUU,GCA_004026825.1,15,1,16,0,0,22,2
Heterohyrax_brucei,Heterohyrax_brucei,GCA_004026845.1_HetBruBak_v1_BIUU,GCA_004026845.1,29,2,31,0,0,15,0
Lepus_americanus,Lepus_americanus,GCA_004026855.1_LepAme_v1_BIUU,GCA_004026855.1,23,1,24,0,15,27,1
Megaderma_lyra,Megaderma_lyra,GCA_004026885.1_MegLyr_v1_BIUU,GCA_004026885.1,14,3,17,0,0,10,0
Hystrix_cristata,Hystrix_cristata,GCA_004026905.1_HysCri_v1_BIUU,GCA_004026905.1,22,1,23,0,22,5,1
Procavia_capensis,Procavia_capensis,GCA_004026925.2_ProCapCap_v2_BIUU_UCD,GCA_004026925.2,27,3,30,2,14,14,0
Ovis_canadensis,Ovis_canadensis,GCA_004026945.1_OviCan_v1_BIUU,GCA_004026945.1,16,1,17,0,0,20,2
Petromus_typicus,Petromus_typicus,GCA_004026965.1_PetTyp_v1_BIUU,GCA_004026965.1,27,4,31,0,2,7,0
Muscardinus_avellanarius,Muscardinus_avellanarius,GCA_004027005.1_MusAve_v1_BIUU,GCA_004027005.1,38,2,40,0,0,20,0
Myocastor_coypus,Myocastor_coypus,GCA_004027025.1_MyoCoy_v1_BIUU,GCA_004027025.1,28,3,31,0,7,18,0
Mesoplodon_bidens,Mesoplodon_bidens,GCA_004027085.1_MesBid_v1_BIUU,GCA_004027085.1,0,1,1,1,2,5,1
Ctenomys_sociabilis,Ctenomys_sociabilis,GCA_004027165.1_CteSoc_v1_BIUU,GCA_004027165.1,29,3,32,0,0,26,0
Glis_glis,Glis_glis,GCA_004027185.1_GliGli_v1_BIUU,GCA_004027185.1,45,0,45,0,0,38,3
Ctenodactylus_gundi,Ctenodactylus_gundi,GCA_004027205.1_CteGun_v1_BIUU,GCA_004027205.1,27,1,28,0,5,10,2
Eulemur_fulvus,Eulemur_fulvus,GCA_004027275.1_EulFul_v1_BIUU,GCA_004027275.1,25,2,27,0,161,14,0
Dolichotis_patagonum,Dolichotis_patagonum,GCA_004027295.1_DolPat_v1_BIUU,GCA_004027295.1,36,1,37,0,7,36,1
Diceros_bicornis,Diceros_bicornis,GCA_004027315.2_DicBicMic_v2_BIUU_UCD,GCA_004027315.2,26,2,28,0,0,22,4
Macroglossus_sobrinus,Macroglossus_sobrinus,GCA_004027375.1_MacSob_v1_BIUU,GCA_004027375.1,14,0,14,0,0,12,0
Hipposideros_galeritus,Hipposideros_galeritus,GCA_004027415.1_HipGal_v1_BIUU,GCA_004027415.1,20,1,21,0,2,10,0
Anoura_caudifer,Anoura_caudifer,GCA_004027475.1_AnoCau_v1_BIUU,GCA_004027475.1,20,0,20,0,0,9,2
Beatragus_hunteri,Beatragus_hunteri,GCA_004027495.1_BeaHun_v1_BIUU,GCA_004027495.1,18,2,20,0,0,17,2
Acomys_cahirinus,Acomys_cahirinus,GCA_004027535.1_AcoCah_v1_BIUU,GCA_004027535.1,30,1,31,0,0,16,2
Craseonycteris_thonglongyai,Craseonycteris_thonglongyai,GCA_004027555.1_CraTho_v1_BIUU,GCA_004027555.1,17,1,18,0,5,10,1
Cricetomys_gambianus,Cricetomys_gambianus,GCA_004027575.1_CriGam_v1_BIUU,GCA_004027575.1,37,3,40,0,8,20,2
Dinomys_branickii,Dinomys_branickii,GCA_004027595.1_DinBra_v1_BIUU,GCA_004027595.1,30,4,34,0,0,23,1
Cercopithecus_neglectus,Cercopithecus_neglectus,GCA_004027615.1_CertNeg_v1_BIUU,GCA_004027615.1,28,1,29,0,0,10,3
Crocidura_indochinensis,Crocidura_indochinensis,GCA_004027635.1_CroInd_v1_BIUU,GCA_004027635.1,35,0,35,0,19,15,1
Graphiurus_murinus,Graphiurus_murinus,GCA_004027655.1_GraMur_v1_BIUU,GCA_004027655.1,44,4,48,0,0,37,6
Cavia_tschudii,Cavia_tschudii,GCA_004027695.1_CavTsc_v1_BIUU,GCA_004027695.1,34,1,35,0,0,41,1
Plecturocebus_donacophilus,Plecturocebus_donacophilus,GCA_004027715.1_CalDon_v1_BIUU,GCA_004027715.1,20,3,23,0,15,9,2
Carollia_perspicillata,Carollia_perspicillata,GCA_004027735.1_CarPer_v1_BIUU,GCA_004027735.1,20,0,20,0,66,10,0
Bradypus_variegatus,Bradypus_variegatus,GCA_004027775.1_BraVar_v1_BIUU,GCA_004027775.1,1,0,1,0,1,3,0
Nycticebus_coucang,Nycticebus_coucang,GCA_004027815.1_NycCou_v1_BIUU,GCA_004027815.1,22,2,24,0,5,13,0
Alouatta_palliata,Alouatta_palliata,GCA_004027835.1_AloPal_v1_BIUU,GCA_004027835.1,24,1,25,0,0,10,0
Aplodontia_rufa,Aplodontia_rufa,GCA_004027875.1_AplRuf_v1_BIUU,GCA_004027875.1,27,3,30,0,10,16,0
Orientallactaga_bullata,Orientallactaga_bullata,GCA_004027895.1_AllBul_v1_BIUU,GCA_004027895.1,29,1,30,0,0,7,1
Capromys_pilorides,Capromys_pilorides,GCA_004027915.1_CapPil_v1_BIUU,GCA_004027915.1,40,5,45,0,76,21,1
Chaetophractus_vellerosus,Chaetophractus_vellerosus,GCA_004027955.1_ChaVel_v1_BIUU,GCA_004027955.1,14,0,14,0,4,12,0
Eumetopias_jubatus,Eumetopias_jubatus,GCA_004028035.1_ASM402803v1,GCA_004028035.1,4,3,7,0,0,15,5
Cirrhinus_molitorella,Cirrhinus_molitorella,GCA_004028445.1_ASM402844v1,GCA_004028445.1,4,0,4,0,0,2,0
Cuora_amboinensis,Cuora_amboinensis,GCA_004028625.2_ASM402862v2,GCA_004028625.2,7,1,8,0,1,10,1
Odocoileus_hemionus_hemionus,Odocoileus_hemionus_hemionus,GCA_004115125.1_UofA_Ohem_1.0,GCA_004115125.1,19,2,21,0,0,17,0
Poropuntius_huangchuchieni,Poropuntius_huangchuchieni,GCA_004124795.1_ASM412479v1,GCA_004124795.1,2,0,2,0,8,0,0
Phasianus_colchicus,Phasianus_colchicus,GCA_004143745.1_ASM414374v1,GCA_004143745.1,2,0,2,0,0,1,0
Emydocephalus_ijimae,Emydocephalus_ijimae,GCA_004319985.1_emyIji_1.0,GCA_004319985.1,0,0,0,0,0,1,0
Hydrophis_melanocephalus,Hydrophis_melanocephalus,GCA_004320005.1_hydMel_1.0,GCA_004320005.1,0,0,0,0,0,0,1
Laticauda_laticaudata,Laticauda_laticaudata,GCA_004320025.1_latLat_1.0,GCA_004320025.1,0,0,0,0,0,2,0
Scolopax_mira,Scolopax_mira,GCA_004320125.1_Scolopax_mira_ver1.0,GCA_004320125.1,1,0,1,0,0,2,0
Accipiter_nisus,Accipiter_nisus,GCA_004320145.1_Accipiter_nisus_ver1.0,GCA_004320145.1,2,0,2,0,0,1,0
Dendrocopos_noguchii,Dendrocopos_noguchii,GCA_004320165.1_Dendrocopos_noguchii_ver1.0,GCA_004320165.1,2,0,2,0,4,3,0
Lagopus_muta_japonica,Lagopus_muta_japonica,GCA_004320205.1_Lagopus_muta_japonica_ver1.0,GCA_004320205.1,1,0,1,0,3,1,0
Bubo_blakistoni,Bubo_blakistoni,GCA_004320225.1_Bubo_blakistoni_ver1.0,GCA_004320225.1,2,1,3,0,0,1,0
Megaptera_novaeangliae,Megaptera_novaeangliae,GCA_004329385.1_megNov1,GCA_004329385.1,2,1,3,0,3,7,0
Pseudoliparis_sp_Yap_Trench,Pseudoliparis_sp_Yap_Trench,GCA_004335475.1_ASM433547v1,GCA_004335475.1,1,0,1,0,0,0,2
Phoca_vitulina,Phoca_vitulina,GCA_004348235.1_GSC_HSeal_1.0,GCA_004348235.1,8,3,11,0,0,19,0
Anarrhichthys_ocellatus,Anarrhichthys_ocellatus,GCA_004355925.1_GSC_Weel_1.0,GCA_004355925.1,2,0,2,0,0,1,0
Grus_nigricollis,Grus_nigricollis,GCA_004360235.1_ASM436023v1,GCA_004360235.1,3,0,3,0,0,0,0
Platanista_minor,Platanista_minor,GCA_004363435.1_PlaMin_v1_BIUU,GCA_004363435.1,0,1,1,0,0,12,1
Eubalaena_japonica,Eubalaena_japonica,GCA_004363455.1_EubJap_v1_BIUU,GCA_004363455.1,1,2,3,0,6,0,0
Phocoena_phocoena,Phocoena_phocoena,GCA_004363495.1_PhoPho_v1_BIUU,GCA_004363495.1,0,1,1,0,0,9,1
Inia_geoffrensis,Inia_geoffrensis,GCA_004363515.1_IniGeo_v1_BIUU,GCA_004363515.1,0,1,1,0,0,9,0
Dasyprocta_punctata,Dasyprocta_punctata,GCA_004363535.1_DasPun_v1_BIUU,GCA_004363535.1,54,5,59,0,3,53,1
Solenodon_paradoxus,Solenodon_paradoxus,GCA_004363575.1_SolPar_v1_BIUU,GCA_004363575.1,15,1,16,0,0,9,1
Indri_indri,Indri_indri,GCA_004363605.1_IndInd_v1_BIUU,GCA_004363605.1,15,2,17,0,11,14,0
Kogia_breviceps,Kogia_breviceps,GCA_004363705.1_KogBre_v1_BIUU,GCA_004363705.1,0,1,1,0,7,11,0
Ziphius_cavirostris,Ziphius_cavirostris,GCA_004364475.1_ZipCav_v1_BIUU,GCA_004364475.1,0,0,0,0,0,7,1
Orycteropus_afer,Orycteropus_afer,GCA_004365145.1_OryAfe_v1_BIUU,GCA_004365145.1,14,1,15,0,0,10,1
Cuniculus_paca,Cuniculus_paca,GCA_004365215.1_CunPac_v1_BIUU,GCA_004365215.1,36,1,37,0,75,23,3
Tupaia_tana,Tupaia_tana,GCA_004365275.1_TupTan_v1_BIUU,GCA_004365275.1,27,0,27,0,95,22,2
Phataginus_tricuspis,Phataginus_tricuspis,GCA_004765945.1_ManTri_v1_BIUU,GCA_004765945.1,3,0,3,0,1,10,0
Grammomys_surdaster,Grammomys_surdaster,GCA_004785775.1_NIH_TR_1.0,GCA_004785775.1,59,3,62,0,0,44,4
Varanus_komodoensis,Varanus_komodoensis,GCA_004798865.1_ASM479886v1,GCA_004798865.1,2,0,2,0,0,1,0
Morone_saxatilis,Morone_saxatilis,GCA_004916995.1_NCSU_SB_2.0,GCA_004916995.1,3,0,3,0,0,2,0
Planiliza_haematocheilus,Planiliza_haematocheilus,GCA_005024645.1_Liza_haematocheila_0.1,GCA_005024645.1,2,0,2,0,0,2,0
Monodon_monoceros,Monodon_monoceros,GCA_005190385.2_NGI_Narwhal_1,GCA_005190385.2,0,1,1,0,0,10,0
Marmota_himalayana,Marmota_himalayana,GCA_005280165.1_ASM528016v1,GCA_005280165.1,14,1,15,0,0,24,1
Prionailurus_bengalensis_euptilurus,Prionailurus_bengalensis_euptilurus,GCA_005406085.2_Prionailurus_bengalensis_euptilurus_v03,GCA_005406085.2,14,1,15,0,0,13,1
Macquaria_australasica,Macquaria_australasica,GCA_005408345.1_DU_Maus_v1.0,GCA_005408345.1,2,1,3,0,0,1,0
Marmota_vancouverensis,Marmota_vancouverensis,GCA_005458795.1_GSC_VIM_1.0,GCA_005458795.1,19,1,20,0,0,18,1
Bagarius_yarrelli,Bagarius_yarrelli,GCA_005784505.1_ASM578450v1,GCA_005784505.1,4,0,4,0,0,2,0
Centrocercus_minimus,Centrocercus_minimus,GCA_005890655.1_Cmin_1.0,GCA_005890655.1,0,0,0,0,0,3,0
Triplophysa_siluroides,Triplophysa_siluroides,GCA_006030095.1_ASM603009v1,GCA_006030095.1,4,0,4,0,0,2,0
Branta_canadensis,Branta_canadensis,GCA_006130075.1_GSC_cangoose_1.0,GCA_006130075.1,3,0,3,0,0,0,0
Anser_indicus,Anser_indicus,GCA_006229135.1_ASM622913v1,GCA_006229135.1,3,0,3,0,0,0,0
Liparis_tanakae,Liparis_tanakae,GCA_006348945.1_SNU_Ltan_1.0,GCA_006348945.1,2,1,3,0,2,0,0
Cervus_albirostris,Cervus_albirostris,GCA_006408465.1_WLD,GCA_006408465.1,21,2,23,1,3,14,2
Damaliscus_lunatus,Damaliscus_lunatus,GCA_006408505.1_CTB,GCA_006408505.1,17,5,22,0,1,25,2
