accession,chromosome,start,mini,ends
GCA_020740795.1,CM036505.1,109489388,TRUE,0.073056273
GCA_020740795.1,CM036505.1,109494678,TRUE,0.073011488
GCA_020740795.1,CM036505.1,109504685,TRUE,0.072926768
GCA_020740795.1,CM036505.1,109509756,TRUE,0.072883836
GCA_020740795.1,CM036505.1,109518081,TRUE,0.072813356
GCA_020740795.1,CM036505.1,109523170,TRUE,0.072770273
GCA_020740795.1,CM036505.1,109529141,TRUE,0.072719722
GCA_020740795.1,CM036505.1,109536763,TRUE,0.072655193
GCA_020740795.1,CM036505.1,109541851,TRUE,0.072612118
GCA_900496995.4,LR606187.1,313419,TRUE,0.006559711
GCA_900496995.4,LR606199.1,22105529,TRUE,0.209852929
GCA_028858755.1,CM054378.1,128442017,TRUE,0.043908903
GCA_028858755.1,CM054379.1,19963552,TRUE,0.157312475
GCA_023079485.1,CM041083.1,194592393,TRUE,0.027830042
GCA_023079485.1,CM041085.1,109761479,TRUE,0.060556929
GCA_023079485.1,CM041085.1,109766412,TRUE,0.060514708
GCA_023079485.1,CM041085.1,109777201,TRUE,0.060422365
GCA_023079485.1,CM041085.1,109786017,TRUE,0.060346909
GCA_023079485.1,CM041085.1,109792424,TRUE,0.060292072
GCA_023079485.1,CM041085.1,109798850,TRUE,0.060237072
GCA_023079485.1,CM041085.1,109805269,TRUE,0.060182132
GCA_023079485.1,CM041085.1,109808938,TRUE,0.06015073
GCA_023079485.1,CM041085.1,109812619,TRUE,0.060119224
GCA_023079485.1,CM041085.1,116770084,TRUE,0.000570625
GCA_007364275.2,CM017280.1,23009258,TRUE,0.18792997
GCA_028646355.1,CM053446.1,40263081,TRUE,0.316642355
GCA_028646355.1,CM053446.1,40267673,TRUE,0.316678468
GCA_028646355.1,CM053450.1,85846523,TRUE,0.105458558
GCA_946959425.1,OX336890.1,1578322,TRUE,0.054361837
GCA_946959425.1,OX336895.1,11052285,TRUE,0.412996692
GCA_946959425.1,OX336895.1,11055395,TRUE,0.413112905
GCA_011762505.1,CM022252.1,28725789,TRUE,0.192372722
GCA_011762505.1,CM022259.1,68914571,TRUE,0.202252947
GCA_011762505.1,CM022259.1,68931469,TRUE,0.202057338
GCA_011762505.1,CM022259.1,68944914,TRUE,0.2019017
GCA_011762505.1,CM022259.1,68960361,TRUE,0.201722887
GCA_011762505.1,CM022259.1,68966748,TRUE,0.201648952
GCA_011762505.1,CM022259.1,68970242,TRUE,0.201608506
GCA_011762505.1,CM022259.1,69462450,TRUE,0.195910764
GCA_011762505.1,CM022259.1,69480091,TRUE,0.195706553
GCA_011762505.1,CM022259.1,69518059,TRUE,0.19526704
GCA_011762505.1,CM022259.1,69522497,TRUE,0.195215666
GCA_011762505.1,CM022259.1,69549240,TRUE,0.194906093
GCA_011762505.1,CM022259.1,69557625,TRUE,0.194809029
GCA_011762505.1,CM022259.1,69567909,TRUE,0.194689982
GCA_011762505.1,CM022259.1,69577698,TRUE,0.194576666
GCA_011762505.1,CM022259.1,69619576,TRUE,0.194091891
GCA_011762505.1,CM022259.1,69642841,TRUE,0.193822578
GCA_011762505.1,CM022259.1,69714913,TRUE,0.192988281
GCA_011762505.1,CM022259.1,69755907,TRUE,0.192513739
GCA_011762505.1,CM022259.1,69764388,TRUE,0.192415564
GCA_011762505.1,CM022259.1,69771616,TRUE,0.192331894
GCA_011762505.1,CM022259.1,69796341,TRUE,0.19204568
GCA_011762505.1,CM022259.1,69825691,TRUE,0.191705928
GCA_011762505.1,CM022259.1,69838334,TRUE,0.191559574
GCA_011762505.1,CM022259.1,69849323,TRUE,0.191432367
GCA_011762505.1,CM022259.1,69865809,TRUE,0.191241527
GCA_011762505.1,CM022259.1,69885173,TRUE,0.191017371
GCA_011762505.1,CM022259.1,69935540,TRUE,0.190434329
GCA_011762505.1,CM022265.1,21426536,TRUE,0.289958302
GCA_011762505.1,CM022265.1,21455578,TRUE,0.290351318
GCA_011762505.1,CM022265.1,21460753,TRUE,0.29042135
GCA_011762505.1,CM022265.1,21647957,TRUE,0.29295472
GCA_011762505.1,CM022265.1,21696441,TRUE,0.293610838
GCA_011762505.1,CM022265.1,22965824,TRUE,0.310788983
GCA_011762505.1,CM022265.1,23063431,TRUE,0.312109867
GCA_011762505.1,CM022265.1,23065703,TRUE,0.312140613
GCA_011762505.1,CM022265.1,38544322,TRUE,0.4783923
GCA_011762505.1,CM022265.1,48039983,TRUE,0.349890626
GCA_011762505.1,CM022269.1,7980196,TRUE,0.150185273
GCA_903992535.2,LR862381.2,161489516,TRUE,0.167402604
GCA_903992535.2,LR862381.2,16976935,TRUE,0.087528604
GCA_903992535.2,LR862381.2,16992829,TRUE,0.087610549
GCA_903992535.2,LR862381.2,17006583,TRUE,0.087681461
GCA_903992535.2,LR862381.2,17031885,TRUE,0.087811912
GCA_903992535.2,LR862381.2,17081760,TRUE,0.088069054
GCA_903992535.2,LR862381.2,17115131,TRUE,0.088241106
GCA_903992535.2,LR862381.2,171323568,TRUE,0.116700823
GCA_903992535.2,LR862381.2,17163685,TRUE,0.088491438
GCA_903992535.2,LR862381.2,17174982,TRUE,0.088549682
GCA_903992535.2,LR862381.2,17185483,TRUE,0.088603822
GCA_903992535.2,LR862381.2,17222722,TRUE,0.088795817
GCA_903992535.2,LR862381.2,17276469,TRUE,0.089072922
GCA_903992535.2,LR862381.2,17280612,TRUE,0.089094282
GCA_903992535.2,LR862381.2,17324559,TRUE,0.089320862
GCA_903992535.2,LR862381.2,17335335,TRUE,0.08937642
GCA_903992535.2,LR862381.2,17386505,TRUE,0.089640239
GCA_903992535.2,LR862381.2,17397592,TRUE,0.0896974
GCA_903992535.2,LR862381.2,17401906,TRUE,0.089719642
GCA_903992535.2,LR862381.2,17419472,TRUE,0.089810208
GCA_903992535.2,LR862381.2,17429820,TRUE,0.08986356
GCA_903992535.2,LR862381.2,17442052,TRUE,0.089926625
GCA_903992535.2,LR862381.2,17462806,TRUE,0.090033627
GCA_903992535.2,LR862381.2,17482640,TRUE,0.090135886
GCA_903992535.2,LR862381.2,17533881,TRUE,0.090400071
GCA_903992535.2,LR862381.2,17549871,TRUE,0.090482511
GCA_903992535.2,LR862381.2,17573257,TRUE,0.090603083
GCA_903992535.2,LR862381.2,17583766,TRUE,0.090657265
GCA_903992535.2,LR862381.2,17615070,TRUE,0.09081866
GCA_903992535.2,LR862381.2,17630373,TRUE,0.090897558
GCA_903992535.2,LR862381.2,17678822,TRUE,0.091147348
GCA_903992535.2,LR862381.2,17696806,TRUE,0.091240069
GCA_903992535.2,LR862381.2,18420892,TRUE,0.094973266
GCA_903992535.2,LR862381.2,18430256,TRUE,0.095021544
GCA_903992535.2,LR862381.2,18434644,TRUE,0.095044167
GCA_903992535.2,LR862381.2,187706997,TRUE,0.03223218
GCA_903992535.2,LR862381.2,187709832,TRUE,0.032217563
GCA_903992535.2,LR862381.2,187819291,TRUE,0.031653222
GCA_903992535.2,LR862381.2,189068056,TRUE,0.025214918
GCA_903992535.2,LR862381.2,189107443,TRUE,0.025011849
GCA_903992535.2,LR862381.2,189311451,TRUE,0.023960038
GCA_903992535.2,LR862381.2,189316110,TRUE,0.023936017
GCA_903992535.2,LR862381.2,189359106,TRUE,0.023714341
GCA_903992535.2,LR862382.1,6589439,TRUE,0.03475441
GCA_903992535.2,LR862386.1,29858083,TRUE,0.215335267
GCA_023376895.1,CM041799.1,13873976,TRUE,0.282563763
GCA_023376895.1,CM041799.1,21267647,TRUE,0.43314666
GCA_023376895.1,CM041804.1,19540364,TRUE,0.44393068
GCA_023376895.1,JALXFT010003757.1,81567,FALSE,0.035280899
GCA_023376895.1,JALXFT010004368.1,75138,FALSE,0.414110382
GCA_900246225.5,LS420030.1,26650271,TRUE,0.310816876
GCA_023375975.1,CM041909.1,51004818,TRUE,0.380576636
GCA_023375975.1,CM041909.1,51007211,TRUE,0.380594492
GCA_023375975.1,CM041919.1,16927882,TRUE,0.326013878
GCA_023375975.1,CM041919.1,37718743,TRUE,0.273575178
GCA_023375975.1,CM041919.1,37721141,TRUE,0.273528995
GCA_023375975.1,CM041919.1,37739128,TRUE,0.273182583
GCA_023375975.1,CM041919.1,37742466,TRUE,0.273118297
GCA_023375975.1,CM041919.1,37748709,TRUE,0.272998063
GCA_023375975.1,CM041919.1,37754441,TRUE,0.27288767
GCA_023375975.1,CM041919.1,37759085,TRUE,0.272798232
GCA_023375975.1,CM041919.1,37769137,TRUE,0.27260464
GCA_023375975.1,CM041919.1,37784402,TRUE,0.272310652
GCA_023375975.1,CM041919.1,37790333,TRUE,0.272196427
GCA_023375975.1,CM041919.1,37793455,TRUE,0.2721363
GCA_023375975.1,CM041919.1,37798490,TRUE,0.272039331
GCA_023375975.1,CM041919.1,37805588,TRUE,0.271902631
GCA_023375975.1,CM041920.1,13227842,TRUE,0.259863753
GCA_023375975.1,CM041926.1,12720862,TRUE,0.275421709
GCA_009819795.1,CM020300.1,201731755,TRUE,0.025537092
GCA_009819795.1,CM020300.1,82127903,TRUE,0.396717885
GCA_009819795.1,CM020302.1,114027714,TRUE,0.04572682
GCA_009819795.1,CM020302.1,114032759,TRUE,0.0456846
GCA_029042245.1,CM055152.1,202554467,TRUE,0.025886958
GCA_029042245.1,CM055152.1,82123748,TRUE,0.394944704
GCA_029042245.1,CM055154.1,114912618,TRUE,0.046895125
GCA_029042245.1,CM055154.1,114917670,TRUE,0.046853223
GCA_028533215.1,CM052681.1,250577426,TRUE,0.024674741
GCA_028533215.1,CM052690.1,40312969,TRUE,0.41681536
GCA_028533215.1,CM052690.1,40321382,TRUE,0.416902346
GCA_028533215.1,CM052690.1,40332355,TRUE,0.417015801
GCA_028533215.1,CM052690.1,40347394,TRUE,0.417171296
GCA_028533215.1,CM052690.1,40357457,TRUE,0.417275343
GCA_028533215.1,CM052690.1,40409730,TRUE,0.417815819
GCA_028533215.1,CM052690.1,40443137,TRUE,0.41816123
GCA_028533215.1,CM052696.1,22844274,TRUE,0.434742638
GCA_028533215.1,CM052696.1,4844482,TRUE,0.092193907
GCA_028533215.1,CM052696.1,5975217,TRUE,0.113712592
GCA_028533215.1,CM052696.1,6234475,TRUE,0.118646454
GCA_028533215.1,CM052696.1,7169646,TRUE,0.136443417
GCA_028533215.1,CM052696.1,7176234,TRUE,0.136568792
GCA_009873245.3,CM020949.2,28601372,TRUE,0.266253578
GCA_009873245.3,CM020950.2,9055088,TRUE,0.086449345
GCA_947034865.1,OX344776.1,12634334,TRUE,0.498864025
GCA_947034865.1,OX344778.1,13537251,TRUE,0.447439589
GCA_947034865.1,OX344778.1,22300598,TRUE,0.089739298
GCA_947034865.1,OX344778.1,22304440,TRUE,0.089582476
GCA_936440315.1,OW387177.1,18649116,TRUE,0.446570151
GCA_936440315.1,OW387178.1,17925439,TRUE,0.463250155
GCA_936440315.1,OW387178.1,24717332,TRUE,0.25987731
GCA_936440315.1,OW387195.1,14993176,TRUE,0.484928673
GCA_936440315.1,OW387196.1,14169342,TRUE,0.459661038
GCA_936440315.1,OW387196.1,26728352,TRUE,0.132917956
GCA_019155185.1,CM032806.1,1453571,TRUE,0.084167541
GCA_019155185.1,CM032806.1,9077550,TRUE,0.474373755
GCA_900634795.4,LR132023.3,16095277,TRUE,0.48465829
GCA_949987555.1,OX465220.1,21178075,TRUE,0.157990524
GCA_014182915.2,CM024438.1,105544425,TRUE,0.131288315
GCA_014182915.2,CM024438.1,72660183,TRUE,0.401950885
GCA_014182915.2,CM024438.1,84293158,TRUE,0.306202565
GCA_014182915.2,CM024438.1,84563669,TRUE,0.303976052
GCA_014182915.2,CM024438.1,84594105,TRUE,0.30372554
GCA_014182915.2,CM024439.1,21389203,TRUE,0.177524078
GCA_014182915.2,CM024439.1,21398536,TRUE,0.177601539
GCA_014182915.2,CM024439.1,21428505,TRUE,0.177850273
GCA_014182915.2,CM024439.1,21435208,TRUE,0.177905906
GCA_014182915.2,CM024439.1,21483986,TRUE,0.178310749
GCA_014182915.2,CM024439.1,21501061,TRUE,0.178452467
GCA_014182915.2,CM024439.1,21551684,TRUE,0.178872622
GCA_014182915.2,CM024439.1,21577731,TRUE,0.179088805
GCA_014182915.2,CM024439.1,21588579,TRUE,0.17917884
GCA_014182915.2,CM024439.1,21599983,TRUE,0.17927349
GCA_014182915.2,CM024439.1,21619107,TRUE,0.179432214
GCA_014182915.2,CM024454.1,13141108,TRUE,0.184900706
GCA_014182915.2,JACAOC010000146.1,23762,FALSE,0.243754177
GCA_005887515.3,CM016693.1,108355062,TRUE,0.172268487
GCA_005887515.3,CM016693.1,1344983,TRUE,0.010274414
GCA_005887515.3,CM016693.1,16179986,TRUE,0.123599987
GCA_005887515.3,CM016693.1,16193254,TRUE,0.123701342
GCA_005887515.3,CM016693.1,1647922,TRUE,0.012588586
GCA_005887515.3,CM016693.1,35645153,TRUE,0.27229569
GCA_005887515.3,CM016694.1,3072897,TRUE,0.023684197
GCA_005887515.3,CM016694.1,3105663,TRUE,0.023936739
GCA_005887515.3,CM016694.1,3133684,TRUE,0.024152709
GCA_005887515.3,CM016694.1,3182689,TRUE,0.024530413
GCA_005887515.3,CM016694.1,3202000,TRUE,0.024679251
GCA_005887515.3,CM016694.1,3227357,TRUE,0.024874689
GCA_005887515.3,CM016694.1,3301529,TRUE,0.025446366
GCA_005887515.3,CM016712.1,16953494,TRUE,0.278630628
GCA_000247795.2,CM003024.1,108717731,TRUE,0.126273364
GCA_000247795.2,CM003024.1,108731102,TRUE,0.126165906
GCA_000247795.2,CM003024.1,108945807,TRUE,0.124440397
GCA_000247795.2,CM003024.1,110560933,TRUE,0.11146019
GCA_000247795.2,CM003024.1,110664535,TRUE,0.110627577
GCA_000247795.2,CM003024.1,110880694,TRUE,0.108890382
GCA_000247795.2,CM003024.1,110910897,TRUE,0.108647651
GCA_000247795.2,CM003024.1,21234669,TRUE,0.170655658
GCA_000247795.2,CM003024.1,90386400,TRUE,0.273595903
GCA_000247795.2,CM003025.1,105650877,TRUE,0.159116712
GCA_000247795.2,CM003025.1,105660248,TRUE,0.159042127
GCA_000247795.2,CM003025.1,105690182,TRUE,0.15880388
GCA_000247795.2,CM003025.1,105696811,TRUE,0.15875112
GCA_000247795.2,CM003025.1,105745655,TRUE,0.158362366
GCA_000247795.2,CM003025.1,105763383,TRUE,0.158221268
GCA_000247795.2,CM003025.1,105819055,TRUE,0.15777817
GCA_000247795.2,CM003025.1,105902497,TRUE,0.157114049
GCA_000247795.2,CM003025.1,105913342,TRUE,0.157027733
GCA_000247795.2,CM003025.1,105924517,TRUE,0.15693879
GCA_000247795.2,CM003040.1,67455733,TRUE,0.110817063
GCA_027580195.1,CM050783.1,11937102,TRUE,0.100873663
GCA_027580195.1,CM050783.1,11989431,TRUE,0.101315866
GCA_027580195.1,CM050783.1,12207407,TRUE,0.103157857
GCA_027580195.1,CM050783.1,12237844,TRUE,0.103415063
GCA_027580195.1,CM050783.1,18719212,TRUE,0.158185419
GCA_027580195.1,CM050783.1,18926335,TRUE,0.159935698
GCA_027580195.1,CM050783.1,18939642,TRUE,0.160048148
GCA_027580195.1,CM050783.1,31711923,TRUE,0.267979434
GCA_027580195.1,CM050783.1,97963249,TRUE,0.172168272
GCA_027580195.1,CM050784.1,75996149,TRUE,0.350853825
GCA_027580195.1,CM050784.1,76015209,TRUE,0.350691018
GCA_027580195.1,CM050784.1,76026604,TRUE,0.350593684
GCA_027580195.1,CM050784.1,76041176,TRUE,0.350469212
GCA_027580195.1,CM050784.1,76065271,TRUE,0.350263397
GCA_027580195.1,CM050784.1,76112354,TRUE,0.349861222
GCA_027580195.1,CM050784.1,76129441,TRUE,0.349715267
GCA_027580195.1,CM050784.1,76152423,TRUE,0.349518959
GCA_027580195.1,CM050784.1,76178164,TRUE,0.349299084
GCA_027580195.1,CM050784.1,76184792,TRUE,0.349242469
GCA_027580195.1,CM050784.1,76204512,TRUE,0.349074024
GCA_027580195.1,CM050784.1,76213851,TRUE,0.348994252
GCA_027580195.1,CM050799.1,63383033,TRUE,0.115581308
GCA_002263795.3,CM008171.2,105035964,TRUE,0.124704684
GCA_002263795.3,CM008171.2,105049335,TRUE,0.124593259
GCA_002263795.3,CM008171.2,105264583,TRUE,0.122799535
GCA_002263795.3,CM008171.2,106578304,TRUE,0.111851915
GCA_002263795.3,CM008171.2,106631726,TRUE,0.111406734
GCA_002263795.3,CM008171.2,106849751,TRUE,0.109589868
GCA_002263795.3,CM008171.2,106879953,TRUE,0.109338186
GCA_002263795.3,CM008171.2,20556638,TRUE,0.171304459
GCA_002263795.3,CM008171.2,87407411,TRUE,0.271608556
GCA_002263795.3,CM008172.2,98558817,TRUE,0.179287381
GCA_002263795.3,CM008172.2,98588763,TRUE,0.179038017
GCA_002263795.3,CM008172.2,98595392,TRUE,0.178982816
GCA_002263795.3,CM008172.2,98621103,TRUE,0.178768717
GCA_002263795.3,CM008172.2,98644188,TRUE,0.178576486
GCA_002263795.3,CM008172.2,98661895,TRUE,0.178429037
GCA_002263795.3,CM008172.2,98712734,TRUE,0.178005694
GCA_002263795.3,CM008172.2,98738777,TRUE,0.17778883
GCA_002263795.3,CM008172.2,98749622,TRUE,0.177698522
GCA_002263795.3,CM008172.2,98761040,TRUE,0.177603443
GCA_002263795.3,CM008172.2,98781269,TRUE,0.177434993
GCA_002263795.3,CM008187.2,63557628,TRUE,0.116943583
GCA_020698575.1,CM036240.1,15496713,TRUE,0.342124063
GCA_020698575.1,CM036240.1,15498214,TRUE,0.342157201
GCA_020698575.1,CM036249.1,26340832,TRUE,0.327845864
GCA_023856365.1,CM043636.1,4522064,TRUE,0.090714183
GCA_023856365.1,CM043636.1,9878681,TRUE,0.19816979
GCA_019923935.1,CM034274.1,21066723,TRUE,0.127699265
GCA_019923935.1,CM034274.1,21072447,TRUE,0.127733962
GCA_019923935.1,CM034274.1,21085837,TRUE,0.127815128
GCA_019923935.1,CM034274.1,21096985,TRUE,0.127882703
GCA_019923935.1,CM034274.1,21107775,TRUE,0.127948108
GCA_019923935.1,CM034274.1,21129054,TRUE,0.128077094
GCA_019923935.1,CM034274.1,21155870,TRUE,0.128239644
GCA_019923935.1,CM034274.1,21217284,TRUE,0.128611915
GCA_019923935.1,CM034274.1,21247517,TRUE,0.128795177
GCA_019923935.1,CM034274.1,21258196,TRUE,0.128859909
GCA_019923935.1,CM034278.1,104465719,TRUE,0.124482232
GCA_019923935.1,CM034278.1,104479045,TRUE,0.124370548
GCA_019923935.1,CM034278.1,104653120,TRUE,0.122911641
GCA_019923935.1,CM034278.1,106128969,TRUE,0.110542683
GCA_019923935.1,CM034278.1,106193397,TRUE,0.110002718
GCA_019923935.1,CM034278.1,106410246,TRUE,0.108185326
GCA_019923935.1,CM034278.1,106440187,TRUE,0.107934393
GCA_019923935.1,CM034278.1,20200382,TRUE,0.16929758
GCA_019923935.1,CM034278.1,86924768,TRUE,0.27149136
GCA_019923935.1,CM034289.1,63418985,TRUE,0.114039659
GCA_029407905.2,CM055790.1,23101183,TRUE,0.082425117
GCA_029407905.2,CM055790.1,23106911,TRUE,0.082445554
GCA_029407905.2,CM055790.1,23131468,TRUE,0.082533174
GCA_029407905.2,CM055790.1,23142273,TRUE,0.082571726
GCA_029407905.2,CM055790.1,23162815,TRUE,0.08264502
GCA_029407905.2,CM055790.1,23189625,TRUE,0.082740678
GCA_029407905.2,CM055790.1,23249605,TRUE,0.082954687
GCA_029407905.2,CM055790.1,23279840,TRUE,0.083062566
GCA_029407905.2,CM055790.1,23290523,TRUE,0.083100683
GCA_029407905.2,CM055797.1,108368176,TRUE,0.121206572
GCA_029407905.2,CM055797.1,108381489,TRUE,0.121098613
GCA_029407905.2,CM055797.1,108569548,TRUE,0.11957358
GCA_029407905.2,CM055797.1,110031139,TRUE,0.107721055
GCA_029407905.2,CM055797.1,110095569,TRUE,0.107198571
GCA_029407905.2,CM055797.1,110312440,TRUE,0.105439892
GCA_029407905.2,CM055797.1,110342271,TRUE,0.105197982
GCA_029407905.2,CM055797.1,23411296,TRUE,0.189849952
GCA_029407905.2,CM055807.1,65532281,TRUE,0.113752656
GCA_009769605.1,CM020024.1,51790451,TRUE,0.379549685
GCA_009769605.1,CM020024.1,98380618,TRUE,0.279011249
GCA_023091745.2,CM041232.1,106641707,TRUE,0.125123299
GCA_023091745.2,CM041232.1,106655070,TRUE,0.125013671
GCA_023091745.2,CM041232.1,106808637,TRUE,0.123753824
GCA_023091745.2,CM041232.1,107928263,TRUE,0.114568537
GCA_023091745.2,CM041232.1,107988253,TRUE,0.114076386
GCA_023091745.2,CM041232.1,108204096,TRUE,0.112305634
GCA_023091745.2,CM041232.1,108232521,TRUE,0.112072438
GCA_023091745.2,CM041232.1,22529107,TRUE,0.184826288
GCA_023091745.2,CM041232.1,89216540,TRUE,0.268077431
GCA_023091745.2,CM041233.1,142225216,TRUE,0.133987524
GCA_023091745.2,CM041233.1,142232735,TRUE,0.13394174
GCA_023091745.2,CM041233.1,142264281,TRUE,0.133749656
GCA_023091745.2,CM041233.1,142270881,TRUE,0.133709468
GCA_023091745.2,CM041233.1,142324853,TRUE,0.133380832
GCA_023091745.2,CM041233.1,142337399,TRUE,0.133304439
GCA_023091745.2,CM041233.1,142368695,TRUE,0.133113877
GCA_023091745.2,CM041233.1,142398419,TRUE,0.132932887
GCA_023091745.2,CM041233.1,142427767,TRUE,0.132754186
GCA_023091745.2,CM041248.1,66534090,TRUE,0.110462092
GCA_905171765.1,CAJIMN010000468.1,4101,FALSE,0.127848614
GCA_905171765.1,LR991668.1,296543421,TRUE,0.351955923
GCA_905171765.1,LR991668.1,296633933,TRUE,0.352063348
GCA_905171765.1,LR991668.1,296666015,TRUE,0.352101425
GCA_905171765.1,LR991668.1,296767686,TRUE,0.352222095
GCA_905171765.1,LR991668.1,296802127,TRUE,0.352262971
GCA_905171765.1,LR991668.1,296862553,TRUE,0.352334689
GCA_905171765.1,LR991668.1,296923643,TRUE,0.352407194
GCA_905171765.1,LR991670.1,14506319,TRUE,0.022818959
GCA_905171765.1,LR991670.1,14530954,TRUE,0.022857711
GCA_905171765.1,LR991670.1,14567604,TRUE,0.022915363
GCA_905171765.1,LR991670.1,37189865,TRUE,0.05850099
GCA_905171765.1,LR991670.1,37200212,TRUE,0.058517266
GCA_905171765.1,LR991670.1,37259733,TRUE,0.058610894
GCA_905171765.1,LR991670.1,37296593,TRUE,0.058668877
GCA_905171765.1,LR991670.1,37371820,TRUE,0.058787211
GCA_905171765.1,LR991670.1,37583299,TRUE,0.059119875
GCA_905171765.1,LR991670.1,37696047,TRUE,0.059297232
GCA_905171765.1,LR991670.1,37821347,TRUE,0.059494333
GCA_905171765.1,LR991670.1,37942090,TRUE,0.059684266
GCA_905171765.1,LR991670.1,38065115,TRUE,0.059877789
GCA_905171765.1,LR991670.1,38110634,TRUE,0.059949392
GCA_905171765.1,LR991670.1,38185609,TRUE,0.060067331
GCA_905171765.1,LR991670.1,38230430,TRUE,0.060137836
GCA_905171765.1,LR991670.1,38303429,TRUE,0.060252666
GCA_905171765.1,LR991670.1,38343523,TRUE,0.060315735
GCA_905171765.1,LR991670.1,38415025,TRUE,0.06042821
GCA_905171765.1,LR991670.1,38538839,TRUE,0.060622974
GCA_905171765.1,LR991670.1,38633175,TRUE,0.060771368
GCA_905171765.1,LR991670.1,38647403,TRUE,0.060793749
GCA_905171765.1,LR991670.1,38689458,TRUE,0.060859903
GCA_905171765.1,LR991670.1,38777756,TRUE,0.060998799
GCA_905171765.1,LR991670.1,38824396,TRUE,0.061072165
GCA_905171765.1,LR991670.1,38858005,TRUE,0.061125034
GCA_905171765.1,LR991670.1,38892216,TRUE,0.061178849
GCA_905171765.1,LR991670.1,38941236,TRUE,0.061255959
GCA_905171765.1,LR991670.1,38955886,TRUE,0.061279004
GCA_905171765.1,LR991672.1,101326515,TRUE,0.23048112
GCA_905171765.1,LR991672.1,101440916,TRUE,0.230741341
GCA_905171765.1,LR991672.1,101502795,TRUE,0.230882093
GCA_905171765.1,LR991672.1,101509726,TRUE,0.230897859
GCA_905171765.1,LR991672.1,101591175,TRUE,0.231083126
GCA_905171765.1,LR991672.1,101603915,TRUE,0.231112104
GCA_905171765.1,LR991672.1,101622224,TRUE,0.231153751
GCA_905171765.1,LR991672.1,101749707,TRUE,0.231443728
GCA_905171765.1,LR991672.1,101761690,TRUE,0.231470985
GCA_905171765.1,LR991672.1,101763993,TRUE,0.231476224
GCA_905171765.1,LR991672.1,102420968,TRUE,0.232970604
GCA_905171765.1,LR991672.1,24627421,TRUE,0.056018462
GCA_905171765.1,LR991672.1,24653396,TRUE,0.056077546
GCA_905171765.1,LR991672.1,24699384,TRUE,0.056182152
GCA_905171765.1,LR991673.1,10119440,TRUE,0.042771069
GCA_905171765.1,LR991673.1,2852699,TRUE,0.012057286
GCA_905171765.1,LR991673.1,2955112,TRUE,0.012490147
GCA_905171765.1,LR991673.1,2970690,TRUE,0.01255599
GCA_905171765.1,LR991673.1,2993701,TRUE,0.012653249
GCA_905171765.1,LR991673.1,3102455,TRUE,0.013112911
GCA_905171765.1,LR991673.1,3121160,TRUE,0.01319197
GCA_905171765.1,LR991673.1,3124970,TRUE,0.013208073
